feature,importance
one_gram_tok_9,1.0
sent_len_sum,0.7723378212974297
down_event_6,0.6707466340269278
one_gram_tok_5,0.6548347613219094
down_event_13,0.5556915544675642
pauses_1_sec,0.5201958384332925
one_gram_tok_8,0.5006119951040392
down_event_12,0.45165238678090575
inter_key_median_lantency,0.44920440636474906
r_burst_std,0.41615667074663404
cursor_pos_acc_skew,0.386780905752754
paragraph_len_sum,0.3843329253365973
bigram_tok_5,0.38310893512851896
one_gram_tok_6,0.3818849449204406
sent_len_median,0.37209302325581395
bigram_tok_7,0.3598531211750306
pauses_1_half_sec,0.35495716034271724
evid_acc_skew,0.3537331701346389
word_count_acc_skew,0.35128518971848227
inter_key_largest_lantency,0.34394124847001223
pauses_half_sec,0.3427172582619339
paragraph_len_min,0.3427172582619339
one_gram_tok_7,0.3427172582619339
evid_acc_kurt,0.3402692778457772
cursor_pos_acc_max,0.33414932680538556
down_event_2,0.3317013463892289
sent_len_min,0.31211750305997554
paragraph_len_q1,0.31211750305997554
text_change_nunique,0.3108935128518972
roc_std,0.3084455324357405
paragraph_word_count_first,0.30599755201958384
down_event_11,0.2974296205630355
sent_word_count_max,0.29498164014687883
sent_len_q1,0.2876376988984088
down_event_3,0.28518971848225216
evid_acc_std,0.27539779681762544
one_gram_tok_10,0.2717258261933905
cursor_pos_acc_kurt,0.27050183598531213
sent_len_first,0.26805385556915545
sent_word_count_first,0.2631578947368421
cursor_pos_roc_kurt,0.2558139534883721
paragraph_len_mean,0.25458996328029376
sent_len_last,0.2533659730722154
cursor_pos_acc_mean,0.25091799265605874
roc_count,0.24969400244798043
r_burst_mean,0.24479804161566707
paragraph_word_count_max,0.24357405140758873
paragraph_word_count_last,0.2423500611995104
r_burst_count,0.2350061199510404
one_gram_tok_1,0.22643818849449204
roc_skew,0.2141982864137087
p_burst_sum,0.2141982864137087
mean_pause_time,0.211750305997552
one_gram_tok_2,0.20807833537331702
sent_word_count_mean,0.20807833537331702
one_gram_tok_11,0.20563035495716034
paragraph_word_count_median,0.20318237454100369
roc_kurt,0.19706242350061198
down_event_5,0.19461444308445533
down_event_15,0.193390452876377
paragraph_len_median,0.18849449204406366
paragraph_len_first,0.18727050183598531
sent_len_max,0.18727050183598531
activity_2_cnt,0.18604651162790697
sent_len_mean,0.18604651162790697
bigram_tok_4,0.18237454100367198
word_count_acc_std,0.1762545899632803
paragraph_len_max,0.17503059975520197
cursor_pos_roc_skew,0.17135862913096694
paragraph_word_count_q3,0.1701346389228886
one_gram_tok_4,0.1701346389228886
down_event_4,0.1689106487148103
paragraph_len_last,0.1689106487148103
paragraph_word_count_sum,0.16768665850673195
bigram_tok_2,0.1664626682986536
sent_word_count_q3,0.16279069767441862
cursor_pos_roc_q3,0.1456548347613219
down_event_9,0.1456548347613219
sent_word_count_q1,0.14320685434516525
paragraph_len_q3,0.14320685434516525
p_burst_median,0.1419828641370869
p_burst_max,0.1419828641370869
p_burst_count,0.14075887392900857
cursor_pos_roc_mean,0.13953488372093023
pos_change_count,0.1383108935128519
pauses_3_sec,0.13708690330477355
cursor_pos_roc_std,0.13586291309669524
sent_word_count_last,0.13586291309669524
word_count_acc_pst,0.1346389228886169
std_pause_time,0.13341493268053856
one_gram_tok_0,0.13341493268053856
sent_count,0.12974296205630356
cursor_pos_acc_std,0.12851897184822522
sent_word_count_median,0.12851897184822522
paragraph_word_count_min,0.12729498164014688
cursor_pos_acc_sum,0.12607099143206854
down_event_nunique,0.12607099143206854
paragraph_word_count_q1,0.12362301101591187
cursor_pos_acc_neg,0.12362301101591187
r_burst_max,0.12239902080783353
cursor_pos_acc_q1,0.11627906976744186
cursor_pos_roc_max,0.11505507955936352
down_event_7,0.11383108935128519
roc_sum,0.11383108935128519
paragraph_word_count_mean,0.11138310893512852
bigram_tok_3,0.11138310893512852
p_burst_min,0.10771113831089352
evid_acc_max,0.10648714810281518
word_count_acc_kurt,0.10526315789473684
one_gram_tok_3,0.10403916768665851
bigram_tok_1,0.10403916768665851
bigram_tok_6,0.1003671970624235
cursor_pos_neg_change_count,0.09914320685434516
word_count_acc_neg,0.09547123623011015
total_pause_time,0.09424724602203183
p_burst_mean,0.09057527539779682
p_burst_std,0.08690330477356181
evid_acc_pst,0.08690330477356181
sent_len_q3,0.08567931456548347
cursor_pos_pst_change_count,0.08078335373317014
bigram_tok_0,0.07711138310893513
down_event_17,0.07343941248470012
roc_mean,0.06976744186046512
neg_change_count,0.06854345165238677
cursor_pos_acc_pst,0.06364749082007344
word_count_acc_zero,0.05997552019583843
one_gram_tok_12,0.05752753977968176
cursor_pos_roc_median,0.051407588739290085
r_burst_sum,0.046511627906976744
cursor_pos_roc_count_zr,0.0416156670746634
roc_zro_count,0.0416156670746634
down_event_19,0.03671970624235006
evid_acc_zero,0.03549571603427173
pauses_2_sec,0.023255813953488372
evid_acc_neg,0.019583843329253364
bigram_tok_9,0.017135862913096694
bigram_tok_8,0.014687882496940025
sent_word_count_sum,0.0036719706242350062
down_event_14,0.0024479804161566705
cursor_pos_acc_q3,0.0
