feature,importance
sent_len_sum,1.0
one_gram_tok_9,0.8294573643410853
down_event_6,0.8049095607235142
pauses_1_sec,0.6447028423772609
one_gram_tok_5,0.6098191214470284
one_gram_tok_8,0.6046511627906976
down_event_12,0.5594315245478036
paragraph_len_median,0.3979328165374677
sent_len_median,0.39405684754521964
paragraph_word_count_max,0.39147286821705424
down_event_11,0.3695090439276486
down_event_13,0.36175710594315247
pauses_half_sec,0.3423772609819121
evid_acc_skew,0.33462532299741604
cursor_pos_roc_kurt,0.330749354005168
pos_change_count,0.32945736434108525
cursor_pos_acc_mean,0.3242894056847545
paragraph_len_min,0.32170542635658916
paragraph_word_count_median,0.31136950904392763
bigram_tok_5,0.31007751937984496
sent_word_count_max,0.3087855297157623
roc_std,0.30749354005167956
sent_word_count_q3,0.30361757105943155
one_gram_tok_7,0.2971576227390181
paragraph_word_count_last,0.29198966408268734
word_count_acc_skew,0.28552971576227393
r_burst_mean,0.28552971576227393
inter_key_median_lantency,0.2661498708010336
cursor_pos_acc_std,0.2648578811369509
evid_acc_std,0.25839793281653745
one_gram_tok_6,0.2571059431524548
down_event_2,0.25193798449612403
sent_len_last,0.25193798449612403
inter_key_largest_lantency,0.25064599483204136
one_gram_tok_10,0.24935400516795866
one_gram_tok_2,0.2454780361757106
paragraph_word_count_min,0.2454780361757106
paragraph_len_q3,0.2454780361757106
total_pause_time,0.24289405684754523
cursor_pos_roc_skew,0.24160206718346253
down_event_3,0.23772609819121446
bigram_tok_7,0.23126614987080105
r_burst_std,0.22868217054263565
cursor_pos_acc_max,0.22868217054263565
r_burst_count,0.2222222222222222
cursor_pos_roc_max,0.22093023255813954
pauses_1_half_sec,0.2131782945736434
sent_word_count_last,0.20671834625322996
one_gram_tok_11,0.2054263565891473
paragraph_len_q1,0.2041343669250646
sent_len_first,0.20284237726098192
cursor_pos_neg_change_count,0.19767441860465115
cursor_pos_acc_sum,0.19121447028423771
cursor_pos_acc_skew,0.18604651162790697
sent_len_min,0.1834625322997416
paragraph_word_count_first,0.1834625322997416
one_gram_tok_0,0.18087855297157623
cursor_pos_roc_mean,0.17829457364341086
paragraph_len_mean,0.17829457364341086
text_change_nunique,0.1744186046511628
down_event_5,0.1744186046511628
down_event_7,0.1731266149870801
one_gram_tok_1,0.17183462532299743
paragraph_len_sum,0.17183462532299743
std_pause_time,0.16795865633074936
sent_word_count_first,0.165374677002584
evid_acc_kurt,0.15374677002583978
roc_kurt,0.1524547803617571
sent_len_max,0.1511627906976744
paragraph_len_last,0.14987080103359174
paragraph_len_max,0.14987080103359174
p_burst_max,0.14857881136950904
sent_len_q3,0.14728682170542637
cursor_pos_roc_q3,0.1421188630490956
roc_skew,0.14082687338501293
cursor_pos_acc_neg,0.13953488372093023
evid_acc_max,0.1343669250645995
sent_count,0.1343669250645995
paragraph_len_first,0.1330749354005168
cursor_pos_acc_q1,0.12790697674418605
paragraph_word_count_q3,0.12532299741602068
paragraph_word_count_mean,0.1227390180878553
p_burst_std,0.11886304909560723
sent_len_q1,0.11757105943152454
bigram_tok_6,0.11498708010335917
down_event_1,0.1124031007751938
down_event_4,0.1111111111111111
down_event_19,0.1111111111111111
cursor_pos_acc_kurt,0.10852713178294573
sent_word_count_median,0.10852713178294573
word_count_acc_std,0.10852713178294573
activity_0_cnt,0.10465116279069768
cursor_pos_roc_std,0.10077519379844961
bigram_tok_2,0.10077519379844961
p_burst_mean,0.09948320413436693
r_burst_sum,0.09819121447028424
r_burst_median,0.09560723514211886
word_count_acc_pst,0.09431524547803617
cursor_pos_pst_change_count,0.09431524547803617
roc_count,0.09302325581395349
p_burst_count,0.09302325581395349
activity_2_cnt,0.09302325581395349
down_event_9,0.0917312661498708
roc_zro_count,0.08914728682170543
sent_word_count_mean,0.08397932816537468
mean_pause_time,0.08397932816537468
sent_len_mean,0.082687338501292
cursor_pos_roc_count_zr,0.08010335917312661
down_event_nunique,0.07751937984496124
word_count_acc_kurt,0.07751937984496124
down_event_15,0.07622739018087855
bigram_tok_8,0.07364341085271318
one_gram_tok_4,0.07364341085271318
pauses_3_sec,0.07364341085271318
one_gram_tok_3,0.07235142118863049
r_burst_max,0.06847545219638243
evid_acc_neg,0.06718346253229975
paragraph_count,0.06459948320413436
bigram_tok_1,0.06201550387596899
evid_acc_pst,0.060723514211886306
roc_mean,0.059431524547803614
bigram_tok_9,0.056847545219638244
neg_change_count,0.05167958656330749
paragraph_word_count_sum,0.05167958656330749
p_burst_median,0.050387596899224806
paragraph_word_count_q1,0.050387596899224806
down_event_10,0.04909560723514212
word_count_acc_neg,0.04780361757105943
cursor_pos_acc_pst,0.04392764857881137
bigram_tok_4,0.04263565891472868
p_burst_min,0.04263565891472868
evid_acc_zero,0.03617571059431524
word_count_acc_zero,0.03488372093023256
cursor_pos_acc_zero,0.03488372093023256
bigram_tok_3,0.03229974160206718
down_event_14,0.031007751937984496
down_event_17,0.031007751937984496
bigram_tok_0,0.028423772609819122
cursor_pos_acc_q3,0.027131782945736434
sent_word_count_min,0.027131782945736434
roc_sum,0.027131782945736434
sent_word_count_sum,0.025839793281653745
pauses_2_sec,0.021963824289405683
word_count_acc_max,0.015503875968992248
p_burst_sum,0.00516795865633075
down_event_18,0.00516795865633075
sent_word_count_q1,0.002583979328165375
cursor_pos_roc_median,0.0
