feature,importance
one_gram_tok_9,1.0
one_gram_tok_5,0.8210412147505423
one_gram_tok_8,0.7852494577006508
down_event_6,0.7483731019522777
pauses_1_sec,0.5249457700650759
one_gram_tok_7,0.5108459869848156
one_gram_tok_0,0.47396963123644253
one_gram_tok_6,0.43926247288503256
cursor_pos_acc_max,0.43817787418655096
down_event_13,0.4284164859002169
paragraph_len_median,0.4240780911062907
one_gram_tok_4,0.4121475054229935
down_event_12,0.4067245119305857
word_count_acc_kurt,0.3969631236442516
evid_acc_kurt,0.3893709327548807
roc_std,0.3676789587852495
sent_len_median,0.3644251626898048
paragraph_word_count_max,0.35683297180043383
sent_len_max,0.3481561822125813
pauses_1_half_sec,0.33731019522776573
evid_acc_std,0.32537960954446854
inter_key_median_lantency,0.3156182212581345
word_count_acc_skew,0.2993492407809111
cursor_pos_acc_std,0.2885032537960954
cursor_pos_roc_mean,0.27114967462039047
inter_key_largest_lantency,0.26898047722342733
one_gram_tok_3,0.26572668112798264
pauses_3_sec,0.25379609544468545
bigram_tok_7,0.25162689804772237
down_event_3,0.2386117136659436
paragraph_word_count_first,0.23210412147505424
sent_len_first,0.227765726681128
paragraph_len_min,0.21475054229934923
pos_change_count,0.210412147505423
r_burst_std,0.20932754880694143
cursor_pos_acc_skew,0.19956616052060738
cursor_pos_roc_kurt,0.19956616052060738
r_burst_mean,0.1963123644251627
sent_len_q1,0.19522776572668113
sent_len_last,0.19197396963123645
evid_acc_skew,0.19088937093275488
cursor_pos_acc_neg,0.1876355748373102
paragraph_word_count_q3,0.18112798264642083
paragraph_word_count_last,0.17787418655097614
total_pause_time,0.17678958785249457
cursor_pos_acc_kurt,0.16702819956616052
down_event_2,0.16268980477223427
r_burst_count,0.1616052060737527
activity_2_cnt,0.16052060737527116
one_gram_tok_2,0.1561822125813449
sent_word_count_max,0.15292841648590022
paragraph_len_first,0.15184381778741865
paragraph_word_count_median,0.15075921908893708
pauses_half_sec,0.1475054229934924
sent_word_count_first,0.14533622559652928
bigram_tok_5,0.13232104121475055
down_event_9,0.13232104121475055
sent_len_min,0.1279826464208243
paragraph_len_q1,0.12689804772234273
paragraph_len_max,0.12147505422993492
sent_word_count_mean,0.12039045553145336
cursor_pos_neg_change_count,0.1193058568329718
sent_len_mean,0.11496746203904555
roc_count,0.11171366594360087
paragraph_len_last,0.10954446854663774
cursor_pos_roc_max,0.10737527114967461
paragraph_len_q3,0.10629067245119306
down_event_5,0.09869848156182212
paragraph_len_mean,0.09761388286334056
std_pause_time,0.09652928416485901
word_count_acc_pst,0.09544468546637744
one_gram_tok_1,0.09544468546637744
roc_kurt,0.09327548806941431
cursor_pos_roc_skew,0.09219088937093275
sent_len_q3,0.0878524945770065
p_burst_max,0.0824295010845987
paragraph_word_count_min,0.08134490238611713
down_event_7,0.06724511930585683
paragraph_word_count_q1,0.06616052060737528
r_burst_sum,0.06182212581344902
p_burst_median,0.05856832971800434
down_event_15,0.05639913232104121
bigram_tok_2,0.04338394793926247
bigram_tok_4,0.033622559652928416
cursor_pos_acc_mean,0.02928416485900217
sent_word_count_q3,0.010845986984815618
cursor_pos_acc_sum,0.0
